algorithm,train_time,test_time,final_train_loss,final_val_loss,avg_mse,avg_reward,success_rate,model_params
VAE,5.502809286117554,5.796678066253662,0.21881554081831892,0.21914926171302795,0.21772133,-57.04187240150104,0.0,80450
AutoEncoder,2.3135321140289307,0.9434239864349365,0.21724569083076634,0.21755236387252808,0.21485758,-57.428445662096884,0.0,9282
Bayesian,11.56682276725769,48.38892841339111,543.7054451720355,0.218596413731575,0.20882358,-57.2702421709747,0.0,36998
Transformer,11.220974445343018,2.123624801635742,0.2179858271185666,0.2190382331609726,0.22113632,-57.180801382977506,0.0,563394
Linear,1.6905066967010498,0.7315056324005127,0.21785603055398758,0.219211146235466,0.21283144,-57.07175244642718,0.0,26
